IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.102.111.127,80,80,false,LAX,North America,Los Angeles,185,0.00
34.154.158.242,443,443,true,FRA,Europe,Frankfurt,190,0.00
34.140.239.154,2087,80,false,CDG,Europe,Paris,195,0.00
34.140.239.154,2096,80,false,CDG,Europe,Paris,195,0.00
34.140.239.154,2082,80,false,CDG,Europe,Paris,196,0.00
35.239.252.197,80,80,false,ORD,North America,Chicago,197,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,198,0.00
35.238.70.114,8080,80,false,ORD,North America,Chicago,198,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,198,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,199,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,199,0.00
34.140.239.154,2053,80,false,CDG,Europe,Paris,199,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,199,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,199,0.00
34.175.244.157,2087,80,false,MAD,Europe,Madrid,200,0.00
34.175.244.157,2096,80,false,MAD,Europe,Madrid,200,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,200,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,201,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,201,0.00
34.140.239.154,2052,80,false,CDG,Europe,Paris,201,0.00
34.175.99.73,2082,80,false,MAD,Europe,Madrid,201,0.00
34.175.161.245,2087,80,false,MAD,Europe,Madrid,201,0.00
34.147.231.33,443,443,true,LHR,Europe,London,201,0.00
34.175.168.99,2082,80,false,MAD,Europe,Madrid,201,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,201,0.00
34.175.161.245,2052,80,false,MAD,Europe,Madrid,202,0.00
34.175.161.245,2083,80,false,MAD,Europe,Madrid,202,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,202,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,203,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,203,0.00
34.175.161.245,2096,80,false,MAD,Europe,Madrid,203,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,203,0.00
34.175.133.251,2086,80,false,MAD,Europe,Madrid,203,0.00
34.175.168.99,2087,80,false,MAD,Europe,Madrid,205,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,205,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,206,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,207,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,207,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,207,0.00
34.175.244.157,2083,80,false,MAD,Europe,Madrid,207,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,207,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,208,0.00
34.130.195.13,443,443,true,YYZ,North America,Toronto,208,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,209,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,209,0.00
34.140.239.154,2083,80,false,CDG,Europe,Paris,209,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,209,0.00
34.140.239.154,2086,80,false,CDG,Europe,Paris,209,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,210,0.00
34.175.133.251,2052,80,false,MAD,Europe,Madrid,210,0.00
34.175.244.157,2053,80,false,MAD,Europe,Madrid,210,0.00
34.175.161.245,2095,80,false,MAD,Europe,Madrid,210,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,210,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,210,0.00
34.175.244.157,2082,80,false,MAD,Europe,Madrid,211,0.00
34.175.244.157,2095,80,false,MAD,Europe,Madrid,211,0.00
34.140.239.154,2095,80,false,CDG,Europe,Paris,211,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,211,0.00
34.48.111.143,443,443,true,IAD,North America,Ashburn,211,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,211,0.00
34.175.161.245,2086,80,false,MAD,Europe,Madrid,211,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,212,0.00
34.175.161.245,2082,80,false,MAD,Europe,Madrid,212,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,212,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,212,0.00
34.48.100.4,443,443,true,IAD,North America,Ashburn,212,0.00
34.175.244.157,2086,80,false,MAD,Europe,Madrid,212,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,213,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,213,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,213,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,214,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,214,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,214,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,214,0.00
34.86.193.161,443,443,true,IAD,North America,Ashburn,214,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,215,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,215,0.00
34.175.168.99,2083,80,false,MAD,Europe,Madrid,217,0.00
34.175.161.245,2053,80,false,MAD,Europe,Madrid,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.148.146.242,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,221,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,229,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,231,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,240,0.00
34.116.252.167,443,443,true,FRA,Europe,Frankfurt,252,0.00
35.198.114.188,443,443,true,FRA,Europe,Frankfurt,252,0.00
34.147.62.133,443,443,true,FRA,Europe,Frankfurt,257,0.00
35.198.85.198,443,443,true,FRA,Europe,Frankfurt,262,0.00
34.36.183.121,80,80,false,SIN,Asia Pacific,Singapore,282,0.00
34.95.154.66,8080,80,false,GRU,South America,São Paulo,327,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,406,0.00
